gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Avg_Monthly_Spend,Charge_per_Tenure,Service_Count
Male,1,No,No,11,1,1.0,DSL,1.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,No,Bank transfer (automatic),60.25,662.95,No,60.26818181818182,5.4772727272727275,4.0
Female,1,No,No,34,0,0.0,DSL,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,56.25,1765.95,No,51.93970588235294,1.6544117647058822,4.0
Male,0,No,No,54,0,0.0,DSL,1.0,1.0,0.0,0.0,0.0,1.0,Two year,No,Bank transfer (automatic),46.2,2431.95,No,45.036111111111104,0.8555555555555556,3.0
Female,0,No,No,3,0,0.0,DSL,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,51.78333333333333,16.866666666666667,3.0
Female,0,Yes,Yes,72,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Mailed check,24.9,1859.2,No,25.822222222222223,0.3458333333333333,2.0
Female,0,Yes,Yes,40,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,Yes,Electronic check,84.85,3303.05,Yes,82.57625,2.12125,4.0
Female,0,Yes,Yes,2,1,0.0,DSL,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,No,Mailed check,65.7,134.35,Yes,67.175,32.85,3.0
Male,0,Yes,Yes,54,1,1.0,DSL,0.0,0.0,1.0,0.0,0.0,1.0,Two year,No,Credit card (automatic),63.35,3409.1,No,63.13148148148148,1.1731481481481483,4.0
Female,0,No,No,14,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Bank transfer (automatic),50.1,709.5,No,50.67857142857143,3.5785714285714287,2.0
Female,0,No,No,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,70.5,70.5,Yes,70.5,70.5,1.0
Female,0,No,No,10,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,95.345,9.485,5.0
Female,0,No,No,1,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,50.15,50.15,No,50.15,50.15,2.0
Male,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,19.75,19.75,Yes,19.75,19.75,1.0
Male,0,No,No,56,1,1.0,DSL,1.0,1.0,0.0,1.0,0.0,0.0,One year,Yes,Bank transfer (automatic),64.65,3665.55,No,65.45625,1.1544642857142857,5.0
Female,0,Yes,No,68,1,0.0,DSL,1.0,1.0,0.0,1.0,1.0,1.0,Two year,Yes,Bank transfer (automatic),79.6,5515.8,No,81.11470588235295,1.1705882352941175,6.0
Female,0,Yes,Yes,14,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,Yes,Mailed check,19.5,272.0,No,19.428571428571427,1.3928571428571428,1.0
Male,0,Yes,Yes,68,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,1.0,Two year,Yes,Electronic check,99.55,6668.0,No,98.05882352941177,1.463970588235294,5.0
Male,1,Yes,No,55,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,74.0,4052.4,No,73.68,1.3454545454545455,2.0
Female,0,No,No,16,0,0.0,DSL,1.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,38.9,664.4,No,41.525,2.43125,2.0
Male,1,No,No,9,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,79.55,718.55,No,79.83888888888889,8.838888888888889,2.0
Male,0,Yes,Yes,14,1,0.0,DSL,1.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,66.97142857142858,4.675,4.0
Male,1,Yes,No,58,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,100.21724137931035,1.7017241379310346,5.0
Male,0,No,No,53,0,0.0,DSL,1.0,1.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,No,48.053773584905656,0.8735849056603773,3.0
Male,0,Yes,No,70,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,0.0,Two year,Yes,Credit card (automatic),99.35,6944.5,No,99.20714285714286,1.4192857142857143,6.0
Female,1,Yes,Yes,14,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,95.8,1346.3,No,96.16428571428571,6.8428571428571425,4.0
Male,0,Yes,Yes,22,1,0.0,DSL,1.0,0.0,1.0,1.0,1.0,0.0,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,70.18409090909091,3.0681818181818183,5.0
Female,0,Yes,No,10,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Credit card (automatic),78.15,765.15,No,76.515,7.815,3.0
Female,0,Yes,Yes,29,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Mailed check,26.1,692.55,No,23.88103448275862,0.9,2.0
Female,0,No,No,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,69.6,69.6,1.0
Male,0,Yes,No,49,1,1.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,One year,No,Electronic check,84.35,4059.35,Yes,82.84387755102041,1.7214285714285713,7.0
Female,1,Yes,No,68,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,100.7595588235294,1.473529411764706,5.0
Female,0,No,No,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,No,Electronic check,78.05,78.05,Yes,78.05,78.05,2.0
Female,0,No,No,30,0,0.0,DSL,0.0,0.0,0.0,1.0,0.0,1.0,One year,Yes,Credit card (automatic),40.35,1187.05,No,39.568333333333335,1.345,2.0
Female,0,Yes,No,72,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,0.0,Two year,No,Credit card (automatic),79.2,5401.9,No,75.02638888888889,1.1,7.0
Female,0,No,No,10,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,20.9,247.0,No,24.7,2.09,1.0
Male,0,No,No,7,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,73.6,520.0,Yes,74.28571428571429,10.514285714285714,2.0
Female,0,No,No,9,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,78.51111111111112,8.305555555555555,2.0
Female,0,No,Yes,1,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,49.9,49.9,No,49.9,49.9,2.0
Female,0,No,No,20,1,1.0,DSL,0.0,1.0,0.0,1.0,0.0,1.0,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,No,68.5175,3.4450000000000003,5.0
Female,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,20.25,20.25,No,20.25,20.25,1.0
Female,0,No,No,29,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,No,76.38793103448276,2.6206896551724137,2.0
Male,0,No,No,1,1,0.0,Fiber optic,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,No,Electronic check,74.0,74.0,No,74.0,74.0,2.0
Male,0,No,No,3,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,Yes,Mailed check,82.3,214.4,No,71.46666666666667,27.433333333333334,3.0
Female,0,No,No,20,1,0.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,No,93.5575,4.470000000000001,4.0
Male,0,No,Yes,64,1,0.0,Fiber optic,0.0,1.0,0.0,1.0,1.0,1.0,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,No,96.425,1.54921875,5.0
Male,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,20.2,20.2,1.0
Female,0,No,No,6,0,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Bank transfer (automatic),29.45,161.45,No,26.90833333333333,4.908333333333333,1.0
Male,0,Yes,No,50,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Electronic check,19.8,1013.2,No,20.264,0.396,1.0
Male,0,No,No,6,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,No,56.11666666666667,9.858333333333333,3.0
Male,0,Yes,Yes,7,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,44.75,333.65,No,47.66428571428571,6.392857142857143,1.0
Male,0,Yes,Yes,72,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,1.0,Two year,Yes,Credit card (automatic),90.8,6511.8,No,90.44166666666666,1.261111111111111,4.0
Male,0,Yes,No,8,1,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,No,49.18125,6.19375,2.0
Female,0,Yes,Yes,67,1,1.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,1.0,Two year,No,Credit card (automatic),106.7,7009.5,No,104.61940298507463,1.5925373134328358,6.0
Female,1,Yes,No,24,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,94.33541666666667,3.8979166666666667,4.0
Female,0,Yes,No,72,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,1.0,Two year,Yes,Credit card (automatic),94.45,6921.7,No,96.13472222222222,1.3118055555555557,5.0
Male,0,Yes,Yes,33,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,Yes,Bank transfer (automatic),19.45,600.25,No,18.189393939393938,0.5893939393939394,1.0
Male,0,No,No,2,0,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,25.05,56.35,Yes,28.175,12.525,0.0
Male,0,Yes,No,70,1,0.0,DSL,1.0,1.0,0.0,1.0,0.0,1.0,Two year,No,Mailed check,67.95,4664.15,No,66.63071428571428,0.9707142857142858,5.0
Female,0,No,No,22,1,0.0,DSL,0.0,1.0,1.0,0.0,1.0,0.0,One year,No,Bank transfer (automatic),65.25,1441.8,No,65.53636363636363,2.965909090909091,4.0
Female,0,No,No,59,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,0.0,1.0,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,No,95.31694915254236,1.6855932203389832,6.0
Male,0,No,No,36,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,Yes,Credit card (automatic),20.35,695.85,No,19.329166666666666,0.5652777777777778,1.0
Female,0,Yes,Yes,51,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Mailed check,19.95,1028.75,No,20.17156862745098,0.3911764705882353,1.0
Male,0,Yes,No,53,1,1.0,DSL,1.0,0.0,1.0,1.0,1.0,0.0,One year,No,Bank transfer (automatic),77.4,4155.95,No,78.41415094339622,1.4603773584905662,6.0
Female,0,Yes,Yes,20,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),19.7,395.6,No,19.78,0.985,1.0
Male,0,Yes,No,63,1,0.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,1.0,Two year,No,Credit card (automatic),99.7,6330.4,No,100.48253968253968,1.5825396825396827,5.0
Female,0,No,No,40,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,No,Credit card (automatic),74.8,2971.7,No,74.29249999999999,1.8699999999999999,2.0
Male,0,No,No,35,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,Yes,Mailed check,19.15,638.0,No,18.228571428571428,0.5471428571428572,1.0
Male,0,Yes,Yes,26,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,One year,No,Bank transfer (automatic),78.95,2034.25,No,78.24038461538461,3.036538461538462,2.0
Male,1,Yes,No,27,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,92.97037037037036,3.5388888888888888,5.0
Male,0,No,Yes,53,1,0.0,DSL,1.0,1.0,0.0,1.0,0.0,0.0,One year,No,Credit card (automatic),62.85,3419.5,No,64.51886792452831,1.1858490566037736,4.0
Male,1,Yes,No,34,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Credit card (automatic),71.55,2427.35,No,71.39264705882353,2.1044117647058824,1.0
Female,1,Yes,No,19,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,94.95,1760.25,No,92.64473684210526,4.997368421052632,4.0
Male,0,Yes,No,43,1,0.0,Fiber optic,1.0,1.0,1.0,0.0,0.0,0.0,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,No,82.59651162790698,2.0023255813953487,4.0
Male,0,Yes,Yes,6,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,19.55,122.9,No,20.483333333333334,3.2583333333333333,1.0
Male,0,No,Yes,56,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,Yes,Mailed check,24.8,1424.2,No,25.432142857142857,0.4428571428571429,2.0
Male,0,No,No,57,0,0.0,DSL,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,37.04298245614035,0.6894736842105262,2.0
Male,0,Yes,Yes,34,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,Yes,Mailed check,84.05,2909.95,No,85.58676470588235,2.472058823529412,3.0
Female,0,No,No,10,0,0.0,DSL,0.0,1.0,0.0,1.0,0.0,0.0,Month-to-month,No,Electronic check,36.25,374.0,No,37.4,3.625,2.0
Female,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,20.25,20.25,1.0
Female,0,No,No,13,0,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,23.138461538461538,1.8384615384615384,0.0
Male,0,No,No,56,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,No,Electronic check,98.6,5581.05,No,99.66160714285715,1.7607142857142857,5.0
Female,0,Yes,No,55,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,No,103.21181818181817,1.8845454545454547,6.0
Female,0,Yes,Yes,36,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),92.9,3379.25,No,93.86805555555556,2.5805555555555557,8.0
Male,0,Yes,No,47,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),19.9,942.95,No,20.06276595744681,0.4234042553191489,1.0
Female,0,Yes,Yes,12,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Credit card (automatic),20.1,232.4,No,19.366666666666667,1.675,1.0
Female,0,No,No,1,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,85.45,85.45,3.0
Male,1,No,No,24,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,80.5,2088.45,No,87.01875,3.3541666666666665,3.0
Female,0,No,No,63,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,One year,No,Bank transfer (automatic),99.9,6137.0,Yes,97.41269841269842,1.5857142857142859,5.0
Female,1,No,No,35,0,0.0,DSL,0.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,39.85,1434.6,No,40.988571428571426,1.1385714285714286,2.0
Female,0,No,No,67,1,0.0,DSL,1.0,1.0,0.0,1.0,0.0,0.0,One year,No,Credit card (automatic),60.5,3870.0,No,57.76119402985075,0.9029850746268657,4.0
Male,0,No,No,25,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,81.738,3.392,3.0
Male,0,No,No,21,1,1.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,No,Mailed check,103.85,2215.0,No,105.47619047619048,4.9452380952380945,6.0
Female,0,No,No,13,1,0.0,DSL,1.0,1.0,0.0,1.0,0.0,1.0,Month-to-month,No,Bank transfer (automatic),67.8,842.25,No,64.78846153846153,5.2153846153846155,5.0
Male,0,Yes,No,35,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,73.60571428571428,2.1485714285714286,2.0
Male,1,Yes,No,71,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Bank transfer (automatic),24.85,1901.0,No,26.774647887323944,0.35000000000000003,2.0
Female,0,No,No,29,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Credit card (automatic),19.35,601.6,No,20.7448275862069,0.6672413793103449,1.0
Male,0,Yes,No,71,0,0.0,DSL,0.0,1.0,0.0,0.0,1.0,1.0,Two year,No,Electronic check,49.35,3515.25,Yes,49.51056338028169,0.6950704225352113,3.0
Male,1,Yes,No,7,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,89.0,605.45,No,86.49285714285715,12.714285714285714,3.0
Female,1,No,No,57,0,0.0,DSL,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,55.0,3094.05,No,54.28157894736842,0.9649122807017544,4.0
Male,0,Yes,No,65,1,1.0,DSL,1.0,0.0,1.0,1.0,0.0,1.0,Two year,No,Bank transfer (automatic),76.15,4929.55,No,75.83923076923077,1.1715384615384616,6.0
Male,0,No,No,27,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Mailed check,20.3,595.05,No,22.038888888888888,0.7518518518518519,1.0
Male,0,No,No,6,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,78.3,12.483333333333334,2.0
Female,1,No,No,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),117.35,8436.25,No,117.17013888888889,1.629861111111111,8.0
Male,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,19.75,19.75,No,19.75,19.75,1.0
Male,0,No,No,11,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Credit card (automatic),45.2,492.0,No,44.72727272727273,4.109090909090909,1.0
Male,0,Yes,Yes,39,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Mailed check,25.2,987.95,No,25.33205128205128,0.6461538461538462,2.0
Female,1,No,No,59,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,89.75,5496.9,No,93.16779661016949,1.521186440677966,5.0
Male,0,No,No,26,1,0.0,DSL,1.0,0.0,0.0,1.0,1.0,1.0,One year,No,Bank transfer (automatic),75.0,1908.35,No,73.39807692307691,2.8846153846153846,5.0
Male,1,No,No,2,1,0.0,DSL,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,49.95,107.1,No,53.55,24.975,2.0
Female,0,Yes,Yes,72,0,0.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,No,Bank transfer (automatic),65.7,4575.35,No,63.54652777777778,0.9125000000000001,6.0
Male,0,Yes,No,65,1,1.0,DSL,1.0,1.0,1.0,0.0,0.0,0.0,One year,No,Credit card (automatic),67.05,4309.55,No,66.30076923076923,1.0315384615384615,5.0
Male,0,Yes,Yes,72,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,Two year,No,Credit card (automatic),110.9,7922.75,No,110.03819444444444,1.5402777777777779,7.0
Male,0,No,No,6,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,87.05833333333334,14.658333333333333,4.0
Male,1,No,No,32,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Credit card (automatic),19.8,587.7,No,18.365625,0.61875,1.0
Female,0,Yes,No,50,1,1.0,DSL,0.0,0.0,1.0,0.0,1.0,1.0,One year,No,Bank transfer (automatic),75.7,3876.2,No,77.524,1.514,5.0
Male,0,Yes,No,61,0,0.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,Two year,Yes,Mailed check,62.15,3778.85,No,61.9483606557377,1.0188524590163934,5.0
Female,0,No,No,15,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,97.15,6.75,5.0
Male,0,Yes,No,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,No,Bank transfer (automatic),115.15,8349.45,No,115.96458333333334,1.5993055555555555,8.0
Male,0,No,No,9,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,20.62222222222222,2.1055555555555556,1.0
Female,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,19.5,19.5,No,19.5,19.5,1.0
Female,0,No,No,12,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,86.55,1066.9,No,88.90833333333335,7.2124999999999995,3.0
Female,0,No,No,37,0,0.0,DSL,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,26.31216216216216,0.772972972972973,1.0
Male,0,Yes,Yes,61,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Mailed check,20.4,1226.45,No,20.105737704918035,0.33442622950819667,1.0
Male,0,Yes,Yes,18,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),19.8,342.3,No,19.016666666666666,1.1,1.0
Male,0,No,Yes,21,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,45.65,985.05,No,46.90714285714286,2.1738095238095236,1.0
Male,0,Yes,Yes,68,0,0.0,DSL,1.0,1.0,1.0,1.0,0.0,1.0,Two year,Yes,Mailed check,56.4,3948.45,No,58.065441176470586,0.8294117647058823,5.0
Male,1,No,No,12,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Credit card (automatic),73.3,828.05,No,69.00416666666666,6.108333333333333,2.0
Female,1,No,No,2,0,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,24.35,41.85,Yes,20.925,12.175,0.0
Female,0,Yes,No,62,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,101.35,6164.7,No,99.43064516129031,1.6346774193548386,5.0
Female,1,No,No,29,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,No,Electronic check,98.65,2862.75,Yes,98.71551724137932,3.401724137931035,5.0
Male,0,No,Yes,1,0,0.0,DSL,0.0,1.0,0.0,1.0,0.0,0.0,Month-to-month,No,Mailed check,33.6,33.6,No,33.6,33.6,2.0
Male,1,Yes,No,5,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,68.78999999999999,15.98,3.0
Female,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,20.7,20.7,No,20.7,20.7,1.0
Male,0,No,Yes,62,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,Two year,Yes,Electronic check,104.05,6590.5,No,106.29838709677419,1.678225806451613,6.0
Female,0,Yes,Yes,36,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Bank transfer (automatic),20.25,717.95,No,19.943055555555556,0.5625,1.0
Female,1,No,No,28,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,103.2375,3.689285714285714,6.0
Female,0,Yes,Yes,69,1,1.0,DSL,1.0,1.0,0.0,1.0,1.0,0.0,One year,No,Credit card (automatic),73.7,4885.85,No,70.80942028985508,1.0681159420289856,6.0
Female,0,Yes,No,11,1,1.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,0.0,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,111.09545454545454,8.745454545454546,5.0
Female,0,Yes,No,63,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,Month-to-month,Yes,Electronic check,108.75,6871.7,No,109.07460317460317,1.7261904761904763,7.0
Male,0,No,No,23,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),20.15,405.6,No,17.63478260869565,0.8760869565217391,1.0
Male,0,No,No,10,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Credit card (automatic),19.75,208.25,No,20.825,1.975,1.0
Female,0,Yes,No,71,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,Yes,Credit card (automatic),25.95,1801.9,No,25.378873239436622,0.3654929577464789,2.0
Female,1,No,No,45,1,1.0,DSL,1.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,Yes,Electronic check,70.05,3062.45,No,68.05444444444444,1.5566666666666666,5.0
Female,0,Yes,Yes,70,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Mailed check,24.05,1764.75,No,25.210714285714285,0.3435714285714286,2.0
Female,0,No,Yes,22,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,84.75,1816.75,No,82.57954545454545,3.852272727272727,3.0
Female,0,Yes,Yes,52,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Mailed check,23.05,1255.1,No,24.13653846153846,0.4432692307692308,2.0
Male,0,Yes,No,55,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,One year,Yes,Electronic check,104.15,5743.05,Yes,104.41909090909091,1.8936363636363638,6.0
Female,0,No,No,65,0,0.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,Two year,No,Credit card (automatic),59.95,3921.1,No,60.324615384615385,0.9223076923076924,5.0
